gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus
ENSG00000156110.13,ENSG00000156110,ADK,chr10,protein_coding,1,0,0
ENSG00000156113.21,ENSG00000156113,KCNMA1,chr10,protein_coding,1,0,0
ENSG00000148606.12,ENSG00000148606,POLR3A,chr10,protein_coding,1,0,0
ENSG00000229569.1,ENSG00000229569,RP11-481G8.2,chr10,lincRNA,1,0,0
ENSG00000165424.6,ENSG00000165424,ZCCHC24,chr10,protein_coding,1,0,0
ENSG00000133661.15,ENSG00000133661,SFTPD,chr10,protein_coding,1,0,0
ENSG00000165678.20,ENSG00000165678,GHITM,chr10,protein_coding,1,0,0
ENSG00000148600.14,ENSG00000148600,CDHR1,chr10,protein_coding,1,0,0
ENSG00000148604.13,ENSG00000148604,RGR,chr10,protein_coding,1,0,0
ENSG00000280134.1,ENSG00000280134,RP11-113E21.3,chr10,TEC,1,0,0
ENSG00000227896.2,ENSG00000227896,RP11-77P6.2,chr10,antisense,1,0,0
ENSG00000173267.13,ENSG00000173267,SNCG,chr10,protein_coding,1,0,0
ENSG00000198682.12,ENSG00000198682,PAPSS2,chr10,protein_coding,1,0,0
ENSG00000138138.13,ENSG00000138138,ATAD1,chr10,protein_coding,1,0,0
ENSG00000171862.9,ENSG00000171862,PTEN,chr10,protein_coding,1,0,0
ENSG00000107798.17,ENSG00000107798,LIPA,chr10,protein_coding,1,0,0
ENSG00000119922.9,ENSG00000119922,IFIT2,chr10,protein_coding,1,0,0
ENSG00000165338.16,ENSG00000165338,HECTD2,chr10,protein_coding,1,0,0
ENSG00000108231.12,ENSG00000108231,LGI1,chr10,protein_coding,1,0,0
ENSG00000138193.15,ENSG00000138193,PLCE1,chr10,protein_coding,1,0,0
ENSG00000108239.8,ENSG00000108239,TBC1D12,chr10,protein_coding,1,0,0
ENSG00000095637.21,ENSG00000095637,SORBS1,chr10,protein_coding,1,0,0
ENSG00000119977.20,ENSG00000119977,TCTN3,chr10,protein_coding,1,0,0
ENSG00000197430.10,ENSG00000197430,OPALIN,chr10,protein_coding,1,0,0
ENSG00000095587.8,ENSG00000095587,TLL2,chr10,protein_coding,1,0,0
ENSG00000120057.4,ENSG00000120057,SFRP5,chr10,protein_coding,1,0,0
ENSG00000119929.12,ENSG00000119929,CUTC,chr10,protein_coding,1,0,0
ENSG00000107554.16,ENSG00000107554,DNMBP,chr10,protein_coding,1,0,0
ENSG00000227695.5,ENSG00000227695,DNMBP-AS1,chr10,antisense,1,0,0
ENSG00000196072.11,ENSG00000196072,BLOC1S2,chr10,protein_coding,0,1,0
ENSG00000166135.13,ENSG00000166135,HIF1AN,chr10,protein_coding,1,0,0
ENSG00000055950.16,ENSG00000055950,MRPL43,chr10,protein_coding,1,0,0
ENSG00000095539.15,ENSG00000095539,SEMA4G,chr10,protein_coding,1,0,0
ENSG00000107816.17,ENSG00000107816,LZTS2,chr10,protein_coding,1,0,0
ENSG00000107821.14,ENSG00000107821,KAZALD1,chr10,protein_coding,1,0,0
ENSG00000107829.13,ENSG00000107829,FBXW4,chr10,protein_coding,1,0,0
ENSG00000198408.13,ENSG00000198408,MGEA5,chr10,protein_coding,1,1,0
ENSG00000148842.17,ENSG00000148842,CNNM2,chr10,protein_coding,1,0,0
ENSG00000148798.10,ENSG00000148798,INA,chr10,protein_coding,0,1,0
ENSG00000148835.10,ENSG00000148835,TAF5,chr10,protein_coding,0,1,0
ENSG00000185933.6,ENSG00000185933,CALHM1,chr10,protein_coding,0,0,1
ENSG00000065613.13,ENSG00000065613,SLK,chr10,protein_coding,1,0,0
ENSG00000108061.11,ENSG00000108061,SHOC2,chr10,protein_coding,1,0,0
ENSG00000023041.11,ENSG00000023041,ZDHHC6,chr10,protein_coding,1,0,0
ENSG00000148737.16,ENSG00000148737,TCF7L2,chr10,protein_coding,1,0,0
ENSG00000169129.14,ENSG00000169129,AFAP1L2,chr10,protein_coding,1,0,0
ENSG00000099204.18,ENSG00000099204,ABLIM1,chr10,protein_coding,1,0,0
ENSG00000151553.14,ENSG00000151553,FAM160B1,chr10,protein_coding,1,0,0
ENSG00000107518.16,ENSG00000107518,ATRNL1,chr10,protein_coding,0,1,0
ENSG00000151892.14,ENSG00000151892,GFRA1,chr10,protein_coding,1,0,0
ENSG00000187164.18,ENSG00000187164,SHTN1,chr10,protein_coding,1,0,0
ENSG00000107560.10,ENSG00000107560,RAB11FIP2,chr10,protein_coding,1,0,0
ENSG00000148908.14,ENSG00000148908,RGS10,chr10,protein_coding,0,1,0
ENSG00000151929.9,ENSG00000151929,BAG3,chr10,protein_coding,1,0,0
ENSG00000198825.12,ENSG00000198825,INPP5F,chr10,protein_coding,1,0,0
ENSG00000066468.21,ENSG00000066468,FGFR2,chr10,protein_coding,1,0,0
ENSG00000138152.8,ENSG00000138152,BTBD16,chr10,protein_coding,1,0,0
ENSG00000138161.13,ENSG00000138161,CUZD1,chr10,protein_coding,1,0,0
ENSG00000182022.17,ENSG00000182022,CHST15,chr10,protein_coding,1,0,0
ENSG00000107902.13,ENSG00000107902,LHPP,chr10,protein_coding,1,0,0
ENSG00000148848.14,ENSG00000148848,ADAM12,chr10,protein_coding,1,0,0
ENSG00000154493.17,ENSG00000154493,C10orf90,chr10,protein_coding,1,0,0
ENSG00000150760.12,ENSG00000150760,DOCK1,chr10,protein_coding,1,0,0
ENSG00000188916.8,ENSG00000188916,FAM196A,chr10,protein_coding,1,0,0
ENSG00000132334.16,ENSG00000132334,PTPRE,chr10,protein_coding,0,1,0
ENSG00000148773.13,ENSG00000148773,MKI67,chr10,protein_coding,0,0,1
ENSG00000224190.1,ENSG00000224190,RP11-442O18.2,chr10,lincRNA,1,0,0
ENSG00000108010.11,ENSG00000108010,GLRX3,chr10,protein_coding,1,0,0
ENSG00000175470.18,ENSG00000175470,PPP2R2D,chr10,protein_coding,1,0,0
ENSG00000068383.18,ENSG00000068383,INPP5A,chr10,protein_coding,1,0,0
ENSG00000148826.8,ENSG00000148826,NKX6-2,chr10,protein_coding,1,0,0
ENSG00000130643.8,ENSG00000130643,CALY,chr10,protein_coding,1,0,0
ENSG00000148803.11,ENSG00000148803,FUOM,chr10,protein_coding,1,0,0
ENSG00000203772.7,ENSG00000203772,SPRN,chr10,protein_coding,1,0,0
ENSG00000214279.12,ENSG00000214279,SCART1,chr10,transcribed_unitary_pseudogene,1,0,0
ENSG00000023191.16,ENSG00000023191,RNH1,chr11,protein_coding,1,0,0
ENSG00000161328.10,ENSG00000161328,LRRC56,chr11,protein_coding,1,0,0
ENSG00000254815.5,ENSG00000254815,RP11-496I9.1,chr11,antisense,1,0,0
ENSG00000099849.14,ENSG00000099849,RASSF7,chr11,protein_coding,1,0,0
ENSG00000177030.16,ENSG00000177030,DEAF1,chr11,protein_coding,1,0,0
ENSG00000177156.10,ENSG00000177156,TALDO1,chr11,protein_coding,1,0,0
ENSG00000177542.10,ENSG00000177542,SLC25A22,chr11,protein_coding,1,0,0
ENSG00000180176.14,ENSG00000180176,TH,chr11,protein_coding,1,0,0
ENSG00000255367.2,ENSG00000255367,RP13-726E6.2,chr11,transcribed_unprocessed_pseudogene,1,0,0
ENSG00000177105.9,ENSG00000177105,RHOG,chr11,protein_coding,1,0,0
ENSG00000167323.10,ENSG00000167323,STIM1,chr11,protein_coding,1,0,0
ENSG00000196565.12,ENSG00000196565,HBG2,chr11,protein_coding,0,1,0
ENSG00000121236.20,ENSG00000121236,TRIM6,chr11,protein_coding,1,0,0
ENSG00000110148.9,ENSG00000110148,CCKBR,chr11,protein_coding,1,0,0
ENSG00000166311.9,ENSG00000166311,SMPD1,chr11,protein_coding,1,0,0
ENSG00000166313.18,ENSG00000166313,APBB1,chr11,protein_coding,1,0,0
ENSG00000110171.18,ENSG00000110171,TRIM3,chr11,protein_coding,1,0,0
ENSG00000132275.10,ENSG00000132275,RRP8,chr11,protein_coding,1,0,0
ENSG00000166333.13,ENSG00000166333,ILK,chr11,protein_coding,1,0,0
ENSG00000170743.16,ENSG00000170743,SYT9,chr11,protein_coding,1,0,0
ENSG00000166387.11,ENSG00000166387,PPFIBP2,chr11,protein_coding,1,0,0
ENSG00000166394.14,ENSG00000166394,CYB5R2,chr11,protein_coding,1,0,0
ENSG00000166444.18,ENSG00000166444,ST5,chr11,protein_coding,1,0,0
ENSG00000175352.10,ENSG00000175352,NRIP3,chr11,protein_coding,1,0,0
ENSG00000184014.7,ENSG00000184014,DENND5A,chr11,protein_coding,1,0,0
ENSG00000133812.15,ENSG00000133812,SBF2,chr11,protein_coding,0,1,0
ENSG00000175868.13,ENSG00000175868,CALCB,chr11,protein_coding,1,0,0
ENSG00000070081.15,ENSG00000070081,NUCB2,chr11,protein_coding,1,0,0
ENSG00000129159.6,ENSG00000129159,KCNC1,chr11,protein_coding,1,0,0
ENSG00000129158.10,ENSG00000129158,SERGEF,chr11,protein_coding,1,0,0
ENSG00000110756.17,ENSG00000110756,HPS5,chr11,protein_coding,1,0,0
ENSG00000177054.13,ENSG00000177054,ZDHHC13,chr11,protein_coding,1,0,0
ENSG00000171714.10,ENSG00000171714,ANO5,chr11,protein_coding,0,0,1
ENSG00000183161.4,ENSG00000183161,FANCF,chr11,protein_coding,1,0,0
ENSG00000109881.16,ENSG00000109881,CCDC34,chr11,protein_coding,1,0,0
ENSG00000066382.16,ENSG00000066382,MPPED2,chr11,protein_coding,1,0,0
ENSG00000184937.12,ENSG00000184937,WT1,chr11,protein_coding,1,0,0
ENSG00000121690.10,ENSG00000121690,DEPDC7,chr11,protein_coding,1,0,0
ENSG00000110429.13,ENSG00000110429,FBXO3,chr11,protein_coding,1,0,0
ENSG00000149089.12,ENSG00000149089,APIP,chr11,protein_coding,1,0,0
ENSG00000283217.1,ENSG00000283217,RP11-472I20.3,chr11,lincRNA,1,0,0
ENSG00000175274.18,ENSG00000175274,TP53I11,chr11,protein_coding,0,1,0
ENSG00000254664.1,ENSG00000254664,CTD-2560E9.3,chr11,antisense,1,0,0
ENSG00000019505.7,ENSG00000019505,SYT13,chr11,protein_coding,1,0,0
ENSG00000175264.7,ENSG00000175264,CHST1,chr11,protein_coding,1,0,0
ENSG00000110497.14,ENSG00000110497,AMBRA1,chr11,protein_coding,1,0,0
ENSG00000175220.11,ENSG00000175220,ARHGAP1,chr11,protein_coding,1,0,0
ENSG00000165912.15,ENSG00000165912,PACSIN3,chr11,protein_coding,1,0,0
ENSG00000086205.16,ENSG00000086205,FOLH1,chr11,protein_coding,1,0,0
ENSG00000186907.7,ENSG00000186907,RTN4RL2,chr11,protein_coding,1,0,0
ENSG00000149131.15,ENSG00000149131,SERPING1,chr11,protein_coding,1,0,0
ENSG00000149506.11,ENSG00000149506,ZP1,chr11,protein_coding,1,0,0
ENSG00000204950.3,ENSG00000204950,LRRC10B,chr11,protein_coding,1,0,0
ENSG00000168496.3,ENSG00000168496,FEN1,chr11,protein_coding,1,0,0
ENSG00000167996.15,ENSG00000167996,FTH1,chr11,protein_coding,1,0,0
ENSG00000162191.13,ENSG00000162191,UBXN1,chr11,protein_coding,1,0,0
ENSG00000177363.4,ENSG00000177363,LRRN4CL,chr11,protein_coding,1,0,0
ENSG00000185670.7,ENSG00000185670,ZBTB3,chr11,protein_coding,1,0,0
ENSG00000168002.11,ENSG00000168002,POLR2G,chr11,protein_coding,1,0,0
ENSG00000184999.11,ENSG00000184999,SLC22A10,chr11,protein_coding,1,0,0
ENSG00000196600.12,ENSG00000196600,SLC22A25,chr11,protein_coding,1,0,0
ENSG00000176485.10,ENSG00000176485,PLA2G16,chr11,protein_coding,1,0,0
ENSG00000188070.9,ENSG00000188070,C11orf95,chr11,protein_coding,1,0,0
ENSG00000256280.1,ENSG00000256280,RP11-466C23.5,chr11,processed_pseudogene,1,0,0
ENSG00000072518.20,ENSG00000072518,MARK2,chr11,protein_coding,1,0,0
ENSG00000167771.5,ENSG00000167771,RCOR2,chr11,protein_coding,1,0,0
ENSG00000110583.12,ENSG00000110583,NAA40,chr11,protein_coding,1,0,0
ENSG00000126500.3,ENSG00000126500,FLRT1,chr11,protein_coding,1,0,0
ENSG00000173511.9,ENSG00000173511,VEGFB,chr11,protein_coding,1,0,0
ENSG00000162302.12,ENSG00000162302,RPS6KA4,chr11,protein_coding,1,0,0
ENSG00000110076.18,ENSG00000110076,NRXN2,chr11,protein_coding,1,0,0
ENSG00000068976.13,ENSG00000068976,PYGM,chr11,protein_coding,1,0,0
ENSG00000110047.17,ENSG00000110047,EHD1,chr11,protein_coding,0,0,1
ENSG00000162300.11,ENSG00000162300,ZFPL1,chr11,protein_coding,1,0,0
ENSG00000149809.14,ENSG00000149809,TM7SF2,chr11,protein_coding,1,0,0
ENSG00000149798.4,ENSG00000149798,CDC42EP2,chr11,protein_coding,1,0,0
ENSG00000173327.7,ENSG00000173327,MAP3K11,chr11,protein_coding,1,0,0
ENSG00000213445.9,ENSG00000213445,SIPA1,chr11,protein_coding,1,0,0
ENSG00000172977.12,ENSG00000172977,KAT5,chr11,protein_coding,1,0,0
ENSG00000175467.14,ENSG00000175467,SART1,chr11,protein_coding,1,0,0
ENSG00000175334.7,ENSG00000175334,BANF1,chr11,protein_coding,1,0,0
ENSG00000174903.15,ENSG00000174903,RAB1B,chr11,protein_coding,1,0,0
ENSG00000174851.14,ENSG00000174851,YIF1A,chr11,protein_coding,1,0,0
ENSG00000174684.6,ENSG00000174684,B4GAT1,chr11,protein_coding,1,0,0
ENSG00000174516.14,ENSG00000174516,PELI3,chr11,protein_coding,1,0,0
ENSG00000254986.7,ENSG00000254986,DPP3,chr11,protein_coding,0,1,0
ENSG00000172531.14,ENSG00000172531,PPP1CA,chr11,protein_coding,1,0,0
ENSG00000175463.11,ENSG00000175463,TBC1D10C,chr11,protein_coding,1,0,0
ENSG00000172508.10,ENSG00000172508,CARNS1,chr11,protein_coding,1,0,0
ENSG00000172725.13,ENSG00000172725,CORO1B,chr11,protein_coding,1,0,0
ENSG00000110711.9,ENSG00000110711,AIP,chr11,protein_coding,1,0,0
ENSG00000231793.4,ENSG00000231793,DOC2GP,chr11,unitary_pseudogene,1,0,0
ENSG00000021300.13,ENSG00000021300,PLEKHB1,chr11,protein_coding,1,0,0
ENSG00000175582.19,ENSG00000175582,RAB6A,chr11,protein_coding,1,0,0
ENSG00000214517.9,ENSG00000214517,PPME1,chr11,protein_coding,1,0,0
ENSG00000165434.7,ENSG00000165434,PGM2L1,chr11,protein_coding,1,0,0
ENSG00000175538.10,ENSG00000175538,KCNE3,chr11,protein_coding,1,0,0
ENSG00000158555.14,ENSG00000158555,GDPD5,chr11,protein_coding,1,0,0
ENSG00000171533.11,ENSG00000171533,MAP6,chr11,protein_coding,1,0,0
ENSG00000062282.14,ENSG00000062282,DGAT2,chr11,protein_coding,1,0,0
ENSG00000033327.12,ENSG00000033327,GAB2,chr11,protein_coding,1,0,0
ENSG00000149256.15,ENSG00000149256,TENM4,chr11,protein_coding,1,0,0
ENSG00000137494.13,ENSG00000137494,ANKRD42,chr11,protein_coding,1,0,0
ENSG00000150672.16,ENSG00000150672,DLG2,chr11,protein_coding,1,0,0
ENSG00000073921.17,ENSG00000073921,PICALM,chr11,protein_coding,1,0,0
ENSG00000150687.11,ENSG00000150687,PRSS23,chr11,protein_coding,1,0,0
ENSG00000197882.3,ENSG00000197882,OR7E13P,chr11,unprocessed_pseudogene,0,0,1
ENSG00000279836.1,ENSG00000279836,RP11-648O15.2,chr11,TEC,1,0,0
ENSG00000165323.15,ENSG00000165323,FAT3,chr11,protein_coding,1,0,0
ENSG00000166025.17,ENSG00000166025,AMOTL1,chr11,protein_coding,1,0,0
ENSG00000263465.3,ENSG00000263465,SRSF8,chr11,protein_coding,1,0,0
ENSG00000149218.4,ENSG00000149218,ENDOD1,chr11,protein_coding,1,0,0
ENSG00000270689.1,ENSG00000270689,BUD13P1,chr11,processed_pseudogene,1,0,0
ENSG00000087053.18,ENSG00000087053,MTMR2,chr11,protein_coding,1,1,0
ENSG00000149972.10,ENSG00000149972,CNTN5,chr11,protein_coding,1,0,0
ENSG00000254534.1,ENSG00000254534,RP11-748H22.2,chr11,unprocessed_pseudogene,1,0,0
ENSG00000149313.10,ENSG00000149313,AASDHPPT,chr11,protein_coding,1,0,0
ENSG00000152402.10,ENSG00000152402,GUCY1A2,chr11,protein_coding,1,0,0
ENSG00000110675.12,ENSG00000110675,ELMOD1,chr11,protein_coding,1,0,0
ENSG00000110723.11,ENSG00000110723,EXPH5,chr11,protein_coding,1,0,0
ENSG00000137714.2,ENSG00000137714,FDX1,chr11,protein_coding,1,0,0
ENSG00000196167.9,ENSG00000196167,COLCA1,chr11,antisense,1,0,0
ENSG00000204381.11,ENSG00000204381,LAYN,chr11,protein_coding,1,0,0
ENSG00000109846.7,ENSG00000109846,CRYAB,chr11,protein_coding,1,0,0
ENSG00000150764.13,ENSG00000150764,DIXDC1,chr11,protein_coding,1,0,0
ENSG00000149292.16,ENSG00000149292,TTC12,chr11,protein_coding,1,0,0
ENSG00000270179.1,ENSG00000270179,RP11-159N11.4,chr11,sense_intronic,1,0,0
ENSG00000149295.13,ENSG00000149295,DRD2,chr11,protein_coding,1,0,0
ENSG00000137656.11,ENSG00000137656,BUD13,chr11,protein_coding,1,0,0
ENSG00000168092.13,ENSG00000168092,PAFAH1B2,chr11,protein_coding,1,0,0
ENSG00000167257.10,ENSG00000167257,RNF214,chr11,protein_coding,1,0,0
ENSG00000278768.1,ENSG00000278768,BACE1-AS,chr11,antisense,1,0,0
ENSG00000177098.8,ENSG00000177098,SCN4B,chr11,protein_coding,1,0,0
ENSG00000160588.9,ENSG00000160588,MPZL3,chr11,protein_coding,1,0,0
ENSG00000110367.11,ENSG00000110367,DDX6,chr11,protein_coding,1,0,0
ENSG00000149428.18,ENSG00000149428,HYOU1,chr11,protein_coding,1,0,0
ENSG00000076706.15,ENSG00000076706,MCAM,chr11,protein_coding,1,0,0
ENSG00000184232.8,ENSG00000184232,OAF,chr11,protein_coding,1,0,0
ENSG00000109927.9,ENSG00000109927,TECTA,chr11,protein_coding,1,0,0
ENSG00000255248.7,ENSG00000255248,MIR100HG,chr11,processed_transcript,1,0,0
ENSG00000109944.10,ENSG00000109944,C11orf63,chr11,protein_coding,1,0,0
ENSG00000254944.1,ENSG00000254944,ATP5F1P5,chr11,processed_pseudogene,1,0,0
ENSG00000023171.15,ENSG00000023171,GRAMD1B,chr11,protein_coding,1,0,0
ENSG00000166257.8,ENSG00000166257,SCN3B,chr11,protein_coding,1,0,0
ENSG00000154144.12,ENSG00000154144,TBRG1,chr11,protein_coding,1,0,0
ENSG00000120458.10,ENSG00000120458,MSANTD2,chr11,protein_coding,0,1,0
ENSG00000165478.6,ENSG00000165478,HEPACAM,chr11,protein_coding,1,0,0
ENSG00000149557.12,ENSG00000149557,FEZ1,chr11,protein_coding,1,1,0
ENSG00000110074.10,ENSG00000110074,FOXRED1,chr11,protein_coding,1,0,0
ENSG00000151704.15,ENSG00000151704,KCNJ1,chr11,protein_coding,1,0,0
ENSG00000174370.9,ENSG00000174370,C11orf45,chr11,protein_coding,1,0,0
ENSG00000280237.2,ENSG00000280237,MIR4697HG,chr11,TEC,1,0,0
ENSG00000080854.14,ENSG00000080854,IGSF9B,chr11,protein_coding,1,0,0
ENSG00000166086.12,ENSG00000166086,JAM3,chr11,protein_coding,1,0,0
ENSG00000109956.12,ENSG00000109956,B3GAT1,chr11,protein_coding,1,0,0
ENSG00000261799.1,ENSG00000261799,RP11-283I3.6,chr12,sense_overlapping,0,0,1
ENSG00000139044.10,ENSG00000139044,B4GALNT3,chr12,protein_coding,1,0,0
ENSG00000171840.11,ENSG00000171840,NINJ2,chr12,protein_coding,1,0,0
ENSG00000111186.12,ENSG00000111186,WNT5B,chr12,protein_coding,1,0,0
ENSG00000171823.6,ENSG00000171823,FBXL14,chr12,protein_coding,1,0,0
ENSG00000006831.9,ENSG00000006831,ADIPOR2,chr12,protein_coding,1,0,0
ENSG00000151065.13,ENSG00000151065,DCP1B,chr12,protein_coding,0,1,0
ENSG00000053702.14,ENSG00000053702,NRIP2,chr12,protein_coding,1,0,0
ENSG00000011105.11,ENSG00000011105,TSPAN9,chr12,protein_coding,1,0,0
ENSG00000250770.3,ENSG00000250770,RP5-1063M23.3,chr12,transcribed_unprocessed_pseudogene,1,0,0
ENSG00000111224.13,ENSG00000111224,PARP11,chr12,protein_coding,1,0,0
ENSG00000078237.6,ENSG00000078237,TIGAR,chr12,protein_coding,1,0,0
ENSG00000111262.4,ENSG00000111262,KCNA1,chr12,protein_coding,1,1,0
ENSG00000047617.14,ENSG00000047617,ANO2,chr12,protein_coding,1,0,0
ENSG00000010278.12,ENSG00000010278,CD9,chr12,protein_coding,1,0,0
ENSG00000215039.6,ENSG00000215039,CD27-AS1,chr12,processed_transcript,1,0,0
ENSG00000111642.14,ENSG00000111642,CHD4,chr12,protein_coding,1,0,0
ENSG00000111653.19,ENSG00000111653,ING4,chr12,protein_coding,1,0,0
ENSG00000111652.9,ENSG00000111652,COPS7A,chr12,protein_coding,1,0,0
ENSG00000111667.13,ENSG00000111667,USP5,chr12,protein_coding,1,0,0
ENSG00000173262.11,ENSG00000173262,SLC2A14,chr12,protein_coding,1,0,0
ENSG00000089818.16,ENSG00000089818,NECAP1,chr12,protein_coding,1,0,0
ENSG00000175899.14,ENSG00000175899,A2M,chr12,protein_coding,0,1,0
ENSG00000172243.17,ENSG00000172243,CLEC7A,chr12,protein_coding,0,1,0
ENSG00000173391.8,ENSG00000173391,OLR1,chr12,protein_coding,0,1,1
ENSG00000165685.8,ENSG00000165685,TMEM52B,chr12,protein_coding,1,0,0
ENSG00000139112.10,ENSG00000139112,GABARAPL1,chr12,protein_coding,1,0,0
ENSG00000111196.9,ENSG00000111196,MAGOHB,chr12,protein_coding,1,0,0
ENSG00000060140.8,ENSG00000060140,STYK1,chr12,protein_coding,1,0,0
ENSG00000270863.1,ENSG00000270863,DDX55P1,chr12,processed_pseudogene,1,0,0
ENSG00000111266.8,ENSG00000111266,DUSP16,chr12,protein_coding,1,0,0
ENSG00000111276.10,ENSG00000111276,CDKN1B,chr12,protein_coding,1,0,0
ENSG00000275560.1,ENSG00000275560,RP11-180M15.7,chr12,sense_intronic,1,0,0
ENSG00000121316.10,ENSG00000121316,PLBD1,chr12,protein_coding,1,0,0
ENSG00000256751.5,ENSG00000256751,PLBD1-AS1,chr12,antisense,1,0,0
ENSG00000111341.9,ENSG00000111341,MGP,chr12,protein_coding,1,0,0
ENSG00000023734.10,ENSG00000023734,STRAP,chr12,protein_coding,1,0,0
ENSG00000008394.12,ENSG00000008394,MGST1,chr12,protein_coding,1,0,0
ENSG00000084453.16,ENSG00000084453,SLCO1A2,chr12,protein_coding,1,0,0
ENSG00000111728.10,ENSG00000111728,ST8SIA1,chr12,protein_coding,1,0,0
ENSG00000133703.11,ENSG00000133703,KRAS,chr12,protein_coding,1,0,0
ENSG00000123095.5,ENSG00000123095,BHLHE41,chr12,protein_coding,0,1,0
ENSG00000211455.7,ENSG00000211455,STK38L,chr12,protein_coding,1,0,0
ENSG00000274315.1,ENSG00000274315,RP11-996F15.5,chr12,antisense,1,0,0
ENSG00000133687.15,ENSG00000133687,TMTC1,chr12,protein_coding,1,0,0
ENSG00000110888.17,ENSG00000110888,CAPRIN2,chr12,protein_coding,1,0,0
ENSG00000139146.13,ENSG00000139146,FAM60A,chr12,protein_coding,1,0,0
ENSG00000151746.13,ENSG00000151746,BICD1,chr12,protein_coding,1,0,0
ENSG00000139132.14,ENSG00000139132,FGD4,chr12,protein_coding,1,0,0
ENSG00000057294.14,ENSG00000057294,PKP2,chr12,protein_coding,1,0,0
ENSG00000110975.8,ENSG00000110975,SYT10,chr12,protein_coding,1,1,0
ENSG00000273853.1,ENSG00000273853,RP11-438D14.3,chr12,sense_intronic,1,0,0
ENSG00000015153.14,ENSG00000015153,YAF2,chr12,protein_coding,1,0,0
ENSG00000184613.10,ENSG00000184613,NELL2,chr12,protein_coding,1,0,0
ENSG00000185610.6,ENSG00000185610,DBX2,chr12,protein_coding,1,0,0
ENSG00000211584.13,ENSG00000211584,SLC48A1,chr12,protein_coding,1,0,0
ENSG00000134291.11,ENSG00000134291,TMEM106C,chr12,protein_coding,0,1,0
ENSG00000181418.7,ENSG00000181418,DDN,chr12,protein_coding,1,0,0
ENSG00000167552.13,ENSG00000167552,TUBA1A,chr12,protein_coding,1,0,0
ENSG00000178401.14,ENSG00000178401,DNAJC22,chr12,protein_coding,1,0,0
ENSG00000123352.17,ENSG00000123352,SPATS2,chr12,protein_coding,1,0,0
ENSG00000135519.6,ENSG00000135519,KCNH3,chr12,protein_coding,1,0,0
ENSG00000167566.16,ENSG00000167566,NCKAP5L,chr12,protein_coding,1,0,0
ENSG00000110881.11,ENSG00000110881,ASIC1,chr12,protein_coding,1,0,0
ENSG00000066117.14,ENSG00000066117,SMARCD1,chr12,protein_coding,1,0,0
ENSG00000167588.12,ENSG00000167588,GPD1,chr12,protein_coding,1,0,1
ENSG00000066084.12,ENSG00000066084,DIP2B,chr12,protein_coding,1,0,0
ENSG00000110911.14,ENSG00000110911,SLC11A2,chr12,protein_coding,1,0,0
ENSG00000050438.16,ENSG00000050438,SLC4A8,chr12,protein_coding,0,1,0
ENSG00000196876.14,ENSG00000196876,SCN8A,chr12,protein_coding,1,0,0
ENSG00000186081.11,ENSG00000186081,KRT5,chr12,protein_coding,1,0,0
ENSG00000135447.16,ENSG00000135447,PPP1R1A,chr12,protein_coding,1,0,0
ENSG00000135441.7,ENSG00000135441,BLOC1S1,chr12,protein_coding,1,0,0
ENSG00000135414.9,ENSG00000135414,GDF11,chr12,protein_coding,1,0,0
ENSG00000170473.16,ENSG00000170473,PYM1,chr12,protein_coding,1,0,0
ENSG00000139531.12,ENSG00000139531,SUOX,chr12,protein_coding,1,0,0
ENSG00000065361.14,ENSG00000065361,ERBB3,chr12,protein_coding,1,0,0
ENSG00000135482.6,ENSG00000135482,ZC3H10,chr12,protein_coding,0,1,0
ENSG00000135469.13,ENSG00000135469,COQ10A,chr12,protein_coding,1,0,0
ENSG00000111602.11,ENSG00000111602,TIMELESS,chr12,protein_coding,1,0,0
ENSG00000139547.7,ENSG00000139547,RDH16,chr12,protein_coding,1,0,0
ENSG00000166908.17,ENSG00000166908,PIP4K2C,chr12,protein_coding,0,1,0
ENSG00000135454.13,ENSG00000135454,B4GALNT1,chr12,protein_coding,0,0,1
ENSG00000135439.11,ENSG00000135439,AGAP2,chr12,protein_coding,1,0,0
ENSG00000135446.16,ENSG00000135446,CDK4,chr12,protein_coding,1,1,0
ENSG00000257698.1,ENSG00000257698,RP11-620J15.3,chr12,lincRNA,1,0,0
ENSG00000111110.11,ENSG00000111110,PPM1H,chr12,protein_coding,1,0,0
ENSG00000177990.11,ENSG00000177990,DPY19L2,chr12,protein_coding,0,1,0
ENSG00000174106.2,ENSG00000174106,LEMD3,chr12,protein_coding,1,0,0
ENSG00000111530.12,ENSG00000111530,CAND1,chr12,protein_coding,1,0,0
ENSG00000175782.9,ENSG00000175782,SLC35E3,chr12,protein_coding,1,0,0
ENSG00000135678.11,ENSG00000135678,CPM,chr12,protein_coding,1,0,0
ENSG00000257139.1,ENSG00000257139,RP11-320P7.2,chr12,lincRNA,1,0,0
ENSG00000153233.12,ENSG00000153233,PTPRR,chr12,protein_coding,1,0,0
ENSG00000139289.13,ENSG00000139289,PHLDA1,chr12,protein_coding,1,0,0
ENSG00000177425.10,ENSG00000177425,PAWR,chr12,protein_coding,1,0,0
ENSG00000165899.10,ENSG00000165899,OTOGL,chr12,protein_coding,1,0,0
ENSG00000179104.8,ENSG00000179104,TMTC2,chr12,protein_coding,1,0,0
ENSG00000198774.4,ENSG00000198774,RASSF9,chr12,protein_coding,1,0,0
